"uniqueid","date","variable","parameter","unit","level","leaf.area.missing","tree","HHMMSS","Obs","YYYYMMDD","DOY","EBal.","Area","StmRat","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","n","FTime","CsMchSD","HsMchSD","CrMchSD","HrMchSD","BLC_1","fda","Photo","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","CTleaf","SVTleaf","h2o_i","h2odiff","CTair","SVTair","CndTotal","vp_kPa","VpdA","BLCond","Cond","CndCO2","Ci","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs","Trmmol","VpdL","Site","Date","Time","Initials","Taxon","Notes","Plot","DatePhoto","Tag","TimeStart","index","DateSampled","DateMeasured","Treatment","Chamber","curveID","Campaign","chamber_leaf_area"
"pbvaoc3",NA,"Coolers:","Tblock","C",30,FALSE,NA,"11:46:38",85.5,NA,NA,0,6,1,28.338,30.145,30.128,399.016,376.167,12.788,19.9569,22.605,35.28,499.9,1500,184.7,68.42,-0.621,0.145,0.94,-0.22,2.74,1,0,0.16,111115,15,2418.25,NA,NA,NA,NA,1.42,0.833166666666666,16.7444693658497,0.00609451617478465,303.295,301.488,240,-0.591684080180628,30.145,4.29606289600524,62.7895775505005,42.8326775505005,29.2415,4.07831872971359,0.136399739483476,1.365451098,2.71286763171359,2.84,0.143281264190068,0.0858424969648437,162.002532427236,11.0842132686715,0.430666526180928,32.2573405413028,368.207481111304,0.0146692316882673,6.09451617478465,2.93061179800524,"Painter Boy","2015-07-02",NA,NA,"Valeriana occidentalis","at 30 °C, T_leaf = T_air (not transpiring)",NA,NA,NA,"1899-12-31 09:40:00",NA,NA,NA,NA,NA,296,"RMBL_2015",6
"as5",NA,"Coolers:","Tblock","C",34,FALSE,NA,"01:02:17",40.5,21060206,1,0,6,1,33.167,31.052,34.031,398.859,394.302,21.6047,23.2706,32.304,34.796,499.9,1500,0,76.25,1.25,0.282,0.7,-0.22,2.74,1,0,0.16,111115,15,NA,NA,NA,NA,NA,1.42,5.86906244261073,22.7982692588491,0.0100102148280963,304.202,306.317,240,-2.06212717777598,31.052,4.52477154200037,59.341266124595,36.070666124595,32.1095,4.80475816893367,0.266053730698032,1.77438325,3.03037491893367,2.84,0.293554182208432,0.168553430639171,240.200832936665,18.3153135114207,0.609178086060227,42.5356575291192,383.464794542448,0.0252893609567143,10.0102148280963,2.75038829200037,"Almont","2015-06-18",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 12:45:00",NA,NA,NA,NA,NA,167,"RMBL_2015",0.851754441
"abasa3",NA,"Coolers:","Tblock","C",36,FALSE,NA,"13:17:05",55.5,NA,NA,0,6,1,35.518,33.07,35.95,399.497,373.779,17.9159,28.2812,23.455,37.026,499.9,1499,198.1,76.095,-0.341,0.279,1,-0.22,2.74,1,0,0.16,111115,15,1700.75,NA,NA,NA,NA,1.42,0.833166666666666,18.105468861459,0.00888736788084162,306.22,308.668,239.84,-1.42261915312708,33.07,5.07201181359322,66.6536807344951,38.3724807344951,34.294,5.43125941427101,0.220614032220033,2.152057919,3.27920149527101,2.84,0.239194934459505,0.139440856544934,224.85833845826,17.1105959092174,0.601580965842078,44.2561364488757,365.172527125715,0.0219424556074501,8.88736788084162,2.91995389459322,"Almont","2015-06-22",NA,NA,"Balsamorhiza sagittata",NA,NA,NA,NA,"1899-12-31 11:53:00",NA,NA,NA,NA,NA,160,"RMBL_2015",6
"as5",NA,"Coolers:","Tblock","C",39,FALSE,NA,"01:05:39",55.5,21060206,1,0,6,1,37.611,33.426,39.02,399.897,394.39,28.0841,30.0419,32.849,35.141,499.9,1500,0,76.25,0.795,0.168,0.7,-0.22,2.74,1,0,0.16,111115,15,NA,NA,NA,NA,NA,1.42,5.86906244261073,27.648849925284,0.0118463370125652,306.576,310.761,240,-2.6858574964314,33.426,5.17430371339397,67.8597208313963,37.8178208313963,35.5185,5.81259082013817,0.297914006832882,2.290694875,3.52189594513817,2.84,0.332827403163703,0.189046947635507,228.616389146508,17.4319996724212,0.57967078229455,47.5490789570038,381.247060774953,0.0344836289024532,11.8463370125652,2.88360883839397,"Almont","2015-06-18",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 12:45:00",NA,NA,NA,NA,NA,167,"RMBL_2015",0.851754441
"abasa1",NA,"Coolers:","Tblock","C",38,FALSE,NA,"11:34:43",85.5,NA,NA,0,6,1,36.465,31.645,38.12,399.319,368.806,18.2781,29.0084,22.729,36.073,499.82,1499,217,76.15,-2.22,0.0874,1,-0.22,2.74,1,0,0.16,111115,15,1920.25,NA,NA,NA,NA,1.42,0.833033333333333,22.0232130653556,0.0092057415420273,304.795,309.615,239.84,-1.24323945923318,31.645,4.67997173512261,61.4572782025294,32.4488782025294,34.055,5.35942393074361,0.270867378562266,2.20898966,3.15043427074361,2.84,0.299425334941655,0.171645418858195,224.587013444967,17.1023010738343,0.608957025435219,49.9738527926946,358.337219141468,0.0307136702126772,9.2057415420273,2.47098207512261,"Almont","2015-06-22",NA,NA,"Balsamorhiza sagittata",NA,NA,NA,NA,"1899-12-31 09:35:00",NA,NA,NA,NA,NA,158,"RMBL_2015",6
"062216-stm-bro1",NA,"Coolers:","Tblock","C",40,FALSE,NA,"18:06:22",138.5,NA,NA,0,6,1,37.772,31.379,40.1,400.984,385.289,13.278,20.3853,14.75,22.65,200.18,1699,2,73.066,13.9,-0.254,1,-0.22,2.74,1,0,0.16,111115,15,5750.35,NA,NA,NA,NA,1.42,0.879912087912088,11.3505638122197,0.00638393806557715,304.529,310.922,271.84,0.828979942970543,31.379,4.60979538119835,63.0908467807738,42.7055467807738,34.5755,5.51694329907059,0.143248687858455,1.489472316,4.02747098307059,2.84,0.150857945244577,0.0901843323501809,237.388823729001,17.3450552463099,0.616132052983412,32.9257580594848,379.893485511797,0.00983757508133708,6.38393806557715,3.12032306519835,"CBT","2016-06-23",NA,NA,"Bromus","good",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"RMBL_2016",2.275
"rcup4",NA,"Coolers:","Tblock","C",40,FALSE,NA,"10:47:01",130.5,NA,NA,0,6,1,35.425,31.467,37.666,400.275,382.803,19.3142,27.4483,24.526,34.855,499.82,1500.9,12,73.43,-1.52,-0.0187,1,-0.22,2.74,1,0,0.16,111115,15,3454.25,NA,NA,NA,NA,1.42,0.833033333333333,11.8876883233991,0.00696721463624394,304.617,308.575,240.144,-0.210790113486787,31.467,4.632905954566,63.0928224780879,35.6445224780879,33.446,5.1801011377042,0.186615086075052,2.015528669,3.1645724687042,2.84,0.199739904463075,0.117746633724635,262.744210925169,19.2933074082352,0.686369245632046,44.7140938025163,377.152162240638,0.0140937141496008,6.96721463624394,2.617377285566,"Road","2015-06-27",NA,NA,"Veratrum californicum",NA,NA,NA,NA,"1899-12-31 08:43:00",NA,NA,NA,NA,NA,318,"RMBL_2015",6
"063016-stm-ger1",NA,"Coolers:","Tblock","C",40,FALSE,NA,"16:15:54",130.5,NA,NA,0,6,1,37.817,32.56,40.09,400.291,389.66,17.4118,21.2588,19.278,23.536,400.01,1698.7,6,72.98,3.77,-0.225,1,-0.22,2.74,1,0,0.16,111115,15,2180.25,NA,NA,NA,NA,1.42,0.743236714975845,6.7630244546258,0.00292133567800588,305.71,310.967,271.792,2.45455740339134,32.56,4.9285407108274,67.5327584383036,46.2739584383036,35.1885,5.70760034057167,0.0603285916509128,1.551467224,4.15613311657167,2.84,0.0616379345294131,0.037820859828284,188.511815602216,13.7575923026497,0.483785586123029,29.8190605245675,386.445182037414,0.00521849351615284,2.92133567800588,3.3770734868274,"Road","2016-06-29",NA,NA,"Geranium","good; plant wilted",NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"RMBL_2016",5.382
"pdeba1",NA,"Coolers:","Tblock","C",38,FALSE,NA,"15:02:29",100.5,NA,NA,0,6,1,36.18,32.75,38.111,399.765,384.015,25.3743,30.6395,29.593,35.736,499.88,1500,266.5,70.3,-0.93,0.12,0.94,-0.22,2.74,1,0,0.16,111115,15,2911.75,NA,NA,NA,NA,1.42,1.1570289215109,15.8098463532098,0.00628454405338509,305.9,309.33,240,0.0688817845748552,32.75,4.9815722036912,70.8616245190782,40.2221245190782,34.465,5.48316881376503,0.14831641826533,2.15395685,3.32921196376503,2.84,0.156488915322573,0.0933989275335743,195.254276957862,13.7263756701377,0.508454799670807,43.3266085705206,376.499756134918,0.0181935715297685,6.28454405338509,2.8276153536912,"Pfeiler","2015-06-27",NA,NA,"Delphinium barbeyi",NA,NA,NA,NA,"1899-12-31 01:10:00",NA,NA,NA,NA,NA,300,"RMBL_2015",4.320376014
"abasa2",NA,"Coolers:","Tblock","C",33,FALSE,NA,"12:33:53",55.5,NA,NA,0,6,1,32.586,31.044,33.03,400.001,376.222,15.548,23.2806,23.978,35.903,499.89,1500,236.5,76.12,-1.37,0.233,1,-0.22,2.74,1,0,0.16,111115,15,2082.75,NA,NA,NA,NA,1.42,0.83315,17.329922830825,0.00659597391448836,304.194,305.736,240,-0.376370963908864,31.044,4.52270886026504,59.4155131406337,36.1349131406337,31.815,4.72531027065548,0.17498988615426,1.772119272,2.95319099865548,2.84,0.186480073888965,0.110346049580977,201.892769748101,15.3680776332255,0.53663201255581,40.4685158304847,367.984184569854,0.0190583287886028,6.59597391448836,2.75058958826504,"Almont","2015-06-22",NA,NA,"Balsamorhiza sagittata",NA,NA,NA,NA,"1899-12-31 10:55:00",NA,NA,NA,NA,NA,159,"RMBL_2015",6
"rartr3",NA,"Coolers:","Tblock","C",36,FALSE,NA,"12:41:51",70.5,NA,NA,0,6,1,34.878,32.216,35.97,398.85,394.135,25.6422,27.2987,33.47,35.633,499.87,1499.4,282.6,73.22,-2.03,0.204,1,-0.22,2.74,1,0,0.16,111115,15,2968.75,NA,NA,NA,NA,1.42,5.30457965839371,21.4506082762907,0.00903364253918689,305.366,308.028,239.904,-1.4706614443314,32.216,4.83377530911648,66.017144347398,38.718444347398,33.547,5.20947515773761,0.222431129287245,1.998810814,3.21066434373761,2.84,0.241333309370833,0.140602504812959,221.814511478322,16.2412585304428,0.562786828529068,43.2988261068795,383.938408037679,0.024193106184995,9.03364253918689,2.83496449511648,"Road","2015-06-24",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 10:47:00",NA,NA,NA,NA,NA,313,"RMBL_2015",0.942336683
"062016_stm_vaoc1",NA,NA,NA,NA,NA,TRUE,NA,"12:06:53",197.5,NA,NA,0,6,1,47.32,39.405,49.72,399.079,388.855,19.435,29.7179,13.17,20.14,349.97,1700,4,73.56,-3.32,0.268,1,-0.22,2.74,1,0,0.16,111115,202,8966.4,NA,NA,NA,NA,1.42,0.583283333333333,3.55976275795874,0.00618154680718601,312.555,320.47,272,1.24857372915849,39.405,7.18121885067617,97.6239647998391,67.9060647998392,43.3625,8.85369500810449,0.0852348751283828,2.186048724,6.66764628410449,2.84,0.0878721196213891,0.0535026216128868,283.480609377444,20.8528336258048,0.729013608718888,27.940736353709,387.162859252379,0.00256900658628172,6.18154680718601,4.99517012667617,"CBT","2016-06-20",NA,NA,"Valerium","good",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RMBL_2016",6
"rartr4",NA,"Coolers:","Tblock","C",39,FALSE,NA,"13:43:47",70.5,NA,NA,0,6,1,37.747,39.282,39.09,400.17,393.923,30.6205,33.2059,34.137,37.021,499.9,1499,273.9,73.21,-2.04,0.0754,0.82,-0.22,2.74,1,0,0.16,111115,15,1956.25,NA,NA,NA,NA,1.42,3.35845408167127,17.4423714395938,0.00898117518522649,312.432,310.897,239.84,-2.04637858336119,39.282,7.13396500713909,97.4452261595286,64.2393261595286,38.5145,6.84515593062989,0.130675029373106,2.431003939,4.41415199162989,2.84,0.13697769688361,0.0822156907116274,151.954739556659,11.124606482943,0.385746727934835,32.7142966294753,385.631731886109,0.014796953651099,8.98117518522649,4.70296106813909,"Road","2015-06-24",NA,NA,"Artemisia tridentata","not doing homeothermy - water limited?",NA,NA,NA,"1899-12-31 12:00:00",NA,NA,NA,NA,NA,314,"RMBL_2015",1.488482462
"abasa2",NA,"Coolers:","Tblock","C",47.71,FALSE,NA,"12:48:29",100.5,NA,NA,0,6,1,45.236,38.564,47.684,400.547,384.473,39.6289,46.3361,30.916,36.15,499.9,1500.7,246,76.11,-0.332,-0.0953,1,-0.22,2.74,1,0,0.16,111115,15,2957.75,NA,NA,NA,NA,1.42,0.833166666666666,11.1394118933823,0.00585973267918136,311.714,318.386,240.112,0.832341581173028,38.564,6.86347197514189,90.1783205247916,43.8422205247916,41.9,8.2000961573197,0.124532068666248,3.526640571,4.6734555863197,2.84,0.130243146784414,0.0783262603373473,219.656683557395,16.7180701855534,0.571318855642718,50.1091753616699,379.177857022512,0.0147209778744065,5.85973267918136,3.33683140414189,"Almont","2015-06-22",NA,NA,"Balsamorhiza sagittata",NA,NA,NA,NA,"1899-12-31 10:55:00",NA,NA,NA,NA,NA,159,"RMBL_2015",6
"pbvaoc1",NA,"Coolers:","Tblock","C",37,FALSE,NA,"13:17:30",100.5,NA,NA,0,6,1,34.985,37.12,36.95,401.344,379.718,21.5934,28.9645,26.189,35.128,499.81,1499,13,68.45,-1.51,0.00461,0.88,-0.22,2.74,1,0,0.16,111115,15,2284.25,NA,NA,NA,NA,1.42,0.833016666666667,15.6137099946368,0.00632340332532656,310.27,308.135,239.84,-0.771258482699843,37.12,6.34629277664834,92.7142845383249,63.7497845383249,36.0525,5.98603807771017,0.0931562592583302,1.982620025,4.00341805271017,2.84,0.0963155554612471,0.0584984951830731,87.5549141432821,5.99313387310766,0.230579006288003,29.1878441382912,372.295989967338,0.0122410815893983,6.32340332532656,4.36367275164834,"Painter Boy","2015-07-01",NA,NA,"Valeriana occidentalis","Not yet flowering.",NA,NA,NA,"1899-12-31 11:33:00",NA,NA,NA,NA,NA,294,"RMBL_2015",6
"rartr3",NA,"Coolers:","Tblock","C",46,FALSE,NA,"12:59:01",100.5,NA,NA,0,6,1,43.829,37.895,46.127,399.647,395.643,41.559,43.7333,33.542,35.3,499.9,1501,261.6,73.22,-0.743,-0.0542,1,-0.22,2.74,1,0,0.16,111115,15,3998.75,NA,NA,NA,NA,1.42,5.30489801594617,16.4685863353554,0.012061948586165,311.045,316.979,240.16,-2.47325805690792,37.895,6.61950058452845,90.4056348610823,46.6723348610823,40.862,7.76195137579979,0.241109580842477,3.202152226,4.55979914979979,2.84,0.263478878386716,0.152555322171804,261.702740122265,19.1618746317523,0.661461673749691,49.3612043602743,387.814622692701,0.0209616689133074,12.061948586165,3.41734835852845,"Road","2015-06-24",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 10:47:00",NA,NA,NA,NA,NA,313,"RMBL_2015",0.942336683
"062816-stm-shrub4",NA,"Coolers:","Tblock","C",40,FALSE,NA,"17:58:45",130.5,NA,NA,0,6,1,38.448,35.312,40.09,399.953,385.967,25.5378,30.7136,27.4,32.954,300.07,1699,13,73.18,4.65,-0.364,1,-0.22,2.74,1,0,0.16,111115,15,4672.4,NA,NA,NA,NA,1.42,1.17306489444879,13.9888091113056,0.00626393790315465,308.462,311.598,271.84,0.418887076537699,35.312,5.74669806606582,78.5282599899675,47.8146599899675,36.88,6.26369989741329,0.123849217197049,2.247621248,4.01607864941329,2.84,0.129496432280073,0.0778940629424386,183.481752591981,13.4271946546812,0.475381952231933,38.4022937907564,379.317390035119,0.014162326966727,6.26393790315465,3.49907681806582,"CBT","2016-06-28",NA,NA,"CBT shrub","bad",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"RMBL_2016",2.558
"062316-stm-vaoc5",NA,"Coolers:","Tblock","C",50,FALSE,NA,"12:12:58",181.5,NA,NA,0,6,1,46.578,36.043,49.86,399.44,380.377,15.062,28.8959,10.54,20.225,350.42,1699.9,5.7,73.15,-0.632,-0.41,1,-0.22,2.74,1,0,0.16,111115,27,4622.25,NA,NA,NA,NA,1.42,0.584715501418321,7.97805060118495,0.00832958689449068,309.193,319.728,271.984,0.534900423385827,36.043,5.98291381704849,81.7896625707244,52.8937625707244,41.3105,7.94870958738728,0.148762435306655,2.113735085,5.83497450238728,2.84,0.156985516679867,0.0936819272857091,266.459757045877,19.4915312279059,0.700514884951283,35.1267763816033,376.58461679169,0.0074417067159291,8.32958689449068,3.86917873204849,"CBT","2016-06-23",NA,NA,"Valerium","bad",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"RMBL_2016",5.993
"rpoga4",NA,"Coolers:","Tblock","C",44,FALSE,NA,"16:59:15",100.5,NA,NA,0,6,1,42.03,37.8,43.98,400.103,390.68,34.8574,38.9143,30.92,34.52,499.91,1500,16,73.247,2.53,-0.0726,0.76,-0.22,2.74,1,0,0.16,111115,15,2357.25,NA,NA,NA,NA,1.42,1.93770712425725,15.0634938315687,0.00817937941010319,310.95,315.18,240,-0.753731569640562,37.8,6.58546380053441,89.9076279097818,50.9933279097818,39.915,7.38005478265497,0.15007012449525,2.850355763,4.52969901965497,2.84,0.158442583446002,0.0945117452611932,205.497390200213,15.052069534354,0.525999620800126,42.5811941356544,383.519536382881,0.0167245825361445,8.17937941010319,3.73510803753441,"Road","2015-06-26",NA,NA,"Potentilla gracilis",NA,NA,NA,NA,"1899-12-31 03:16:00",NA,NA,NA,NA,NA,322,"RMBL_2015",2.579904846
"rartr2",NA,"Coolers:","Tblock","C",43,FALSE,NA,"11:43:18",100.5,NA,NA,0,6,1,40.88,36.501,43.01,398.813,392.749,36.6414,39.1896,34.537,36.939,499.92,1500,263,73.23,-2.1,-0.0634,1,-0.22,2.74,1,0,0.16,111115,15,3746.9,NA,NA,NA,NA,1.42,4.79746777536231,24.0947254462389,0.012723538937013,309.651,314.03,240,-3.07619018354996,36.501,6.13517455412638,83.7795241584922,44.5899241584922,38.6905,6.91047311121147,0.267802002164768,2.869854408,4.04061870321147,2.84,0.295684098270999,0.169676242588256,227.488897222873,16.659011943631,0.579221370187938,48.6378494900429,381.295521354781,0.0307352453119834,12.723538937013,3.26532014612638,"Road","2015-06-24",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 09:36:00",NA,NA,NA,NA,NA,312,"RMBL_2015",1.04204973
"062316-stm-vaoc5",NA,"Coolers:","Tblock","C",45,FALSE,NA,"12:06:47",154.5,NA,NA,0,6,1,42.28,35.426,44.98,401.209,381.345,15.0551,26.947,13.17,23.566,350.45,1699,6,73.16,-1.1,-0.329,1,-0.22,2.74,1,0,0.16,111115,15,4250.7,NA,NA,NA,NA,1.42,0.58476555981979,8.89047645231972,0.00714655188266999,308.576,315.43,271.84,0.541661091352257,35.426,5.78299309574974,79.0458323639932,52.0988323639932,38.853,6.97125781645761,0.12990330274488,1.97144252,4.99981529645761,2.84,0.136129969738734,0.0817269361266454,245.16965394482,17.936611882603,0.642907587487973,33.5853588427537,377.118893235693,0.00791766620679079,7.14655188266999,3.81155057574974,"CBT","2016-06-23",NA,NA,"Valerium","bad",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"RMBL_2016",5.993
"062316-stm-vaoc6",NA,"Coolers:","Tblock","C",50,FALSE,NA,"16:11:06",173.5,NA,NA,0,6,1,46.865,39.072,49.854,400.648,393.652,16.6606,23.3605,11.47,16.083,500.77,1700,10,73.01,0.113,-0.183,1,-0.22,2.74,1,0,0.16,111115,15,4014.25,NA,NA,NA,NA,1.42,0.834616666666667,3.58508055015815,0.00572560203866992,312.222,320.015,272,1.45872414411307,39.072,7.05391388684145,96.6157223235372,73.2552223235372,42.9685,8.67332826948179,0.0734709118148733,1.705550105,6.96777816448179,2.84,0.0754220865795117,0.0460907231098475,274.375585887425,20.0321615256409,0.697000199654601,21.4268262697121,391.947824386368,0.00195988324147907,5.72560203866992,5.34836378184145,"CBT","2016-06-23",NA,NA,"Valerium","curve not great",NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"RMBL_2016",6
"abasa3",NA,"Coolers:","Tblock","C",46,FALSE,NA,"13:24:11",85.5,NA,NA,0,6,1,44.179,38.017,46.111,400.015,377.511,31.6089,42.3328,26.038,34.87,499.91,1499,203,76.1,-0.0591,0.123,0.73,-0.22,2.74,1,0,0.16,111115,15,2126.75,NA,NA,NA,NA,1.42,0.833183333333333,15.2278046026944,0.00932993728551041,311.167,317.329,239.84,-1.03756608200238,38.017,6.66341412404101,87.5612894092117,45.2284894092117,41.098,7.85974238205207,0.192886946968806,3.22152608,4.63821630205207,2.84,0.206942026602086,0.121742943307976,229.182025241753,17.4407521208974,0.607087165878028,48.510595359316,370.272430910691,0.019950458768096,9.32993728551041,3.44188804404101,"Almont","2015-06-22",NA,NA,"Balsamorhiza sagittata",NA,NA,NA,NA,"1899-12-31 11:53:00",NA,NA,NA,NA,NA,160,"RMBL_2015",6
"abasa1",NA,"Coolers:","Tblock","C",46.56,FALSE,NA,"11:51:15",115.5,NA,NA,0,6,1,44.067,36.344,46.52,399.928,370.479,31.0636,43.3743,25.751,35.957,499.91,1499.3,225,76.13,-0.771,-0.165,1,-0.22,2.74,1,0,0.16,111115,15,2912.75,NA,NA,NA,NA,1.42,0.833183333333333,20.5640895447628,0.0107221352249125,309.494,317.217,239.888,-1.52215060147053,36.344,6.08260360903448,79.8975910814984,36.5232910814984,40.2055,7.49543259642927,0.275475431268804,3.302085459,4.19334713742927,2.84,0.305066393098873,0.174606778369786,234.14123023141,17.8251718575172,0.631995943753563,56.0100608218362,360.703816589637,0.0319319125375554,10.7221352249125,2.78051815003448,"Almont","2015-06-22",NA,NA,"Balsamorhiza sagittata",NA,NA,NA,NA,"1899-12-31 09:35:00",NA,NA,NA,NA,NA,158,"RMBL_2015",6
"062416-stm-shrub2",NA,"Coolers:","Tblock","C",50,FALSE,NA,"18:56:51",157.5,NA,NA,0,6,1,46.626,37.972,49.858,399.342,391.129,9.9635,14.9997,6.93,10.437,300.01,1699,7,72.895,-1.38,-0.0402,0.97,-0.22,2.74,1,0,0.16,111115,15,4504,NA,NA,NA,NA,1.42,0.711092675989571,4.41816238421843,0.0036357399631662,311.122,319.776,271.84,2.65901993884203,37.972,6.64719541431625,91.188632228923,76.188932228923,42.299,8.37413048277537,0.0451867018903218,1.093403133,7.28072734977537,2.84,0.045917288820805,0.0283064310501687,197.253597073381,14.3787963433726,0.504318052175439,13.1682556983261,389.028817176516,0.00149545240531396,3.6357399631662,5.55379228131625,"CBT","2016-06-25",NA,NA,"CBT shrub","ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"RMBL_2016",4.219
"062316-stm-vaoc6",NA,"Coolers:","Tblock","C",45,FALSE,NA,"16:06:57",158.5,NA,NA,0,6,1,42.658,37.241,44.97,400.38,393.57,16.8073,21.5756,14.38,18.461,500.8,1700,9,73.02,-0.307,-0.0999,1,-0.22,2.74,1,0,0.16,111115,15,3765.75,NA,NA,NA,NA,1.42,0.834666666666667,4.0831525996881,0.00406770459271949,310.391,315.808,272,1.91288412940103,37.241,6.38829126985212,87.486870307479,65.911270307479,39.9495,7.39367585439396,0.0583495059560223,1.575450312,5.81822554239396,2.84,0.059573480859835,0.0365764674317927,246.353002594205,17.9886962494289,0.625944513143488,21.9534312838757,391.62906478536,0.00228887829460188,4.06770459271949,4.81284095785212,"CBT","2016-06-23",NA,NA,"Valerium","curve not great",NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"RMBL_2016",6
"062816-stm-vaoc8",NA,"Coolers:","Tblock","C",50,FALSE,NA,"20:18:37",183.5,NA,NA,0,6,1,47.06,38.293,49.85,400.859,392.62,26.9571,33.262,18.434,22.747,499.9,1699,4,73.24,5.93,-0.467,1,-0.22,2.74,1,0,0.16,111115,28,4252.75,NA,NA,NA,NA,1.42,0.833166666666666,4.73105319098985,0.0054337706175458,311.443,320.21,271.84,1.75856314056229,38.293,6.7637159797998,92.3500270316739,59.0880270316739,42.6765,8.5417134541846,0.0861849545232694,2.43610888,6.1056045741846,2.84,0.0888822511489513,0.0541016072645613,271.807048418311,19.9071482261571,0.692290168397323,33.8013153018109,390.37108387048,0.00409654719266301,5.4337706175458,4.3276070997998,"CBT","2016-06-28",NA,NA,"Valerium","ok; 4th point has temp ~0.5-1 C lower due to weirdness in temp time series",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"RMBL_2016",6
"rvaoc4",NA,"Coolers:","Tblock","C",42,FALSE,NA,"12:54:42",85.5,NA,NA,0,6,1,40.386,36.879,42.03,399.545,385.086,30.1212,36.3807,29.17,35.235,499.86,1500.9,154,73.29,1.93,0.0353,1,-0.22,2.74,1,0,0.16,111115,15,2700.25,NA,NA,NA,NA,1.42,0.8331,9.9618337531079,0.00541166959690082,310.029,313.536,240.144,0.551015098419337,36.879,6.26335819953625,85.4599290426559,49.0792290426559,38.6325,6.88888816181096,0.103546759183154,2.666341503,4.22254665881096,2.84,0.107464950991111,0.0650577017337299,207.323650609407,15.1947503531635,0.538382663534924,41.0746251443461,380.350621279333,0.0107579296033176,5.41166959690082,3.59701669653625,"Road","2015-06-26",NA,NA,"Valeriana occidentalis",NA,NA,NA,NA,"1899-12-31 11:06:00",NA,NA,NA,NA,NA,326,"RMBL_2015",6
"as3",NA,"Coolers:","Tblock","C",43.26,FALSE,NA,"01:09:34",100.5,21060206,1,0,6,1,41.542,36.63,43.28,400.598,398.198,35.041,36.0393,33.234,34.182,499.99,1500,0,76.32,0.785,0.16,0.76,-0.22,2.74,1,0,0.16,111115,15,NA,NA,NA,NA,NA,1.42,9.75166095171499,19.3824636927255,0.0100990453758477,309.78,314.692,240,-1.64259300161127,36.63,6.17865944973411,80.9572779053212,44.9179779053212,39.086,7.05922404435303,0.211680616457645,2.750519376,4.30870466835303,2.84,0.228729091555047,0.133733270376722,229.61661541998,17.5243400888528,0.576644572139845,45.4615355008127,388.984504934796,0.0227315920234591,10.0990453758477,3.42814007373411,"Almont","2015-06-18",NA,NA,"Artemisia tridentata","Photosynthesis oscillation a lot",NA,NA,NA,"1899-12-31 09:45:00",NA,NA,NA,NA,NA,165,"RMBL_2015",0.512722912
"062816-stm-shrub4",NA,"Coolers:","Tblock","C",45,FALSE,NA,"18:03:55",145.5,NA,NA,0,6,1,42.802,38.461,44.97,400.724,389.065,32.1998,36.8566,27.404,31.367,300.06,1700,16,73.17,5.09,-0.513,1,-0.22,2.74,1,0,0.16,111115,15,4982.05,NA,NA,NA,NA,1.42,1.17302580140735,11.4697068298438,0.00567158101787553,311.611,315.952,272,0.926201923277947,38.461,6.82541120997245,93.2815526851504,56.4249526851504,40.6315,7.66745449506388,0.0939754863903058,2.696797422,4.97065707306388,2.84,0.0971915761529583,0.0590153985318296,167.944067966515,12.2884674531099,0.431661066129559,37.4421687354694,383.612850626659,0.0111947951533931,5.67158101787553,4.12861378797245,"CBT","2016-06-28",NA,NA,"CBT shrub","bad",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"RMBL_2016",2.558
